Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Gustavo Gómez,DF,Paraguay,27.0,1993.0,4.0,4.0,314.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,10.0,0.0,3419,1412,45,46,82,85,29,37,1,9,1,0,1.0,8.0,3.0,0.0,2.0,0.0,0.0,1.0,24.0,11.0,7.0,203.0,22.0,122.0,86.0,11.0,4.0,196.0,0.0,0.0,0.0,0.0,133.0,643.0,322.0,8.0,2.0,0.0,0.0,0.0,142.0,135.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,36.0,19.0,16.0,19.0,1.0,3.0,0.0,0.0,3.0,7.0,17.0,0.0
Maxi Gómez,FW,Uruguay,24.0,1996.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.1,0.0,15,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papu Gómez,FW,Argentina,32.0,1988.0,2.0,2.0,126.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,15.2,0.0,1238,351,46,47,32,35,2,3,1,8,1,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,105.0,2.0,15.0,64.0,40.0,4.0,105.0,3.0,7.0,3.0,0.0,87.0,565.0,354.0,16.0,6.0,1.0,1.0,1.0,93.0,89.0,7.0,3.0,1.0,2.0,1.0,0.0,1.0,29.0,9.0,6.0,14.0,9.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Carlos González Espínola,FW,Paraguay,27.0,1993.0,5.0,2.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,9.9,0.0,511,64,23,32,9,17,2,2,2,1,1,0,0.0,2.0,6.0,0.0,2.0,1.0,0.0,0.0,7.0,21.0,11.0,80.0,2.0,5.0,41.0,40.0,15.0,76.0,1.0,2.0,1.0,0.0,37.0,139.0,64.0,4.0,1.0,1.0,7.0,3.0,117.0,61.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,6.0,2.0,19.0,21.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Alexander González,DF,Venezuela,28.0,1992.0,4.0,3.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.3,0.0,1349,700,40,50,29,37,7,23,1,11,0,0,0.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,21.0,0.0,4.0,155.0,14.0,48.0,72.0,43.0,2.0,133.0,10.0,14.0,10.0,0.0,111.0,556.0,352.0,15.0,2.0,1.0,3.0,9.0,98.0,83.0,4.0,6.0,5.0,1.0,0.0,5.0,6.0,58.0,11.0,27.0,22.0,9.0,6.0,1.0,0.0,5.0,7.0,6.0,1.0
Giovanni González,DF,Uruguay,26.0,1994.0,3.0,2.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.6,0.0,978,354,27,29,23,28,5,10,0,4,2,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,2.0,82.0,6.0,28.0,32.0,26.0,1.0,74.0,1.0,2.0,1.0,0.0,51.0,217.0,93.0,6.0,1.0,1.0,0.0,3.0,65.0,56.0,5.0,1.0,0.0,0.0,1.0,1.0,3.0,20.0,7.0,9.0,10.0,1.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0
Nicolás González,FW,Argentina,22.0,1998.0,5.0,4.0,308.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,5.0,12.6,0.0,585,122,29,43,13,16,1,5,3,1,2,0,0.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,19.0,13.0,5.0,139.0,7.0,29.0,47.0,73.0,22.0,138.0,3.0,8.0,3.0,0.0,80.0,326.0,166.0,11.0,3.0,4.0,11.0,5.0,116.0,86.0,20.0,4.0,3.0,0.0,3.0,3.0,1.0,41.0,11.0,8.0,19.0,14.0,5.0,1.0,0.0,4.0,6.0,11.0,0.0
Fernando Gorriarán,MF,Uruguay,26.0,1994.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,34,3,3,6,6,2,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,5.0,8.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,12.0,89.0,36.0,0.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Gruezo,MF,Ecuador,25.0,1995.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,97,5,7,9,11,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,27.0,1.0,10.0,17.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,14.0,41.0,13.0,1.0,0.0,0.0,1.0,0.0,16.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,14.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Luis Haquín,DF,Bolivia,23.0,1997.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766,328,13,15,20,23,5,8,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,52.0,7.0,40.0,14.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,44.0,249.0,119.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,18.0,6.0,13.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
Ronald Hernández,DF,Venezuela,23.0,1997.0,4.0,1.0,107.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,13.7,0.0,670,214,21,22,11,14,5,14,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,4.0,61.0,2.0,19.0,30.0,17.0,2.0,55.0,0.0,1.0,0.0,0.0,41.0,294.0,184.0,7.0,2.0,0.0,0.0,0.0,47.0,41.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,5.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
Yangel Herrera,MF,Venezuela,23.0,1998.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72,7,2,3,1,3,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,10.0,0.0,2.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piero Hincapié,DF,Ecuador,19.0,2002.0,5.0,5.0,449.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,16.1,0.0,4442,1781,69,77,90,96,41,62,1,29,5,0,0.0,9.0,6.0,1.0,1.0,0.0,0.0,0.0,39.0,18.0,7.0,307.0,32.0,155.0,159.0,28.0,5.0,300.0,3.0,5.0,3.0,0.0,206.0,1481.0,898.0,26.0,8.0,1.0,3.0,1.0,205.0,199.0,2.0,7.0,8.0,3.0,0.0,4.0,2.0,58.0,22.0,33.0,20.0,5.0,6.0,4.0,0.0,2.0,10.0,28.0,1.0
Luis Iberico,FW,Peru,22.0,1998.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,22,2,3,2,2,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,11.0,2.0,4.0,4.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,1.0,0.0,8.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Mauricio Isla,DF,Chile,32.0,1988.0,5.0,5.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.8,0.0,4540,1660,101,111,101,114,31,40,4,18,8,3,0.0,2.0,4.0,2.0,10.0,0.0,0.0,0.0,35.0,4.0,7.0,304.0,18.0,80.0,124.0,116.0,6.0,276.0,1.0,4.0,1.0,0.0,215.0,816.0,412.0,17.0,8.0,1.0,3.0,3.0,247.0,215.0,12.0,3.0,4.0,1.0,0.0,3.0,2.0,36.0,14.0,14.0,12.0,10.0,3.0,0.0,0.0,3.0,5.0,8.0,0.0
Gabriel Jesus,FW,Brazil,23.0,1997.0,4.0,4.0,278.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,18.5,0.0,1393,288,58,69,28,32,5,6,5,4,5,1,0.0,9.0,6.0,0.0,6.0,0.0,0.0,0.0,23.0,4.0,5.0,148.0,1.0,16.0,58.0,85.0,15.0,142.0,5.0,7.0,5.0,1.0,112.0,517.0,248.0,14.0,5.0,2.0,7.0,7.0,137.0,103.0,29.0,2.0,0.0,3.0,1.0,0.0,2.0,56.0,13.0,15.0,31.0,10.0,2.0,0.0,0.0,2.0,6.0,1.0,0.0
Vinicius Júnior,FW,Brazil,20.0,2000.0,4.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.2,0.0,200,74,14,18,3,3,0,0,1,0,3,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,0.0,3.0,10.0,27.0,4.0,37.0,1.0,6.0,1.0,0.0,30.0,129.0,89.0,4.0,1.0,0.0,3.0,0.0,34.0,29.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,17.0,6.0,3.0,3.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Adrian Jusino,DF,Bolivia,28.0,1992.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.8,0.0,1866,538,28,31,42,42,16,22,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,7.0,140.0,48.0,106.0,37.0,4.0,3.0,136.0,0.0,0.0,0.0,0.0,78.0,351.0,187.0,4.0,0.0,0.0,0.0,2.0,80.0,77.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,34.0,12.0,24.0,9.0,1.0,7.0,3.0,0.0,4.0,5.0,26.0,0.0
Leonel Justiniano,MF,Bolivia,28.0,1992.0,4.0,4.0,343.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236,674,51,52,53,56,14,18,4,12,2,0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,25.0,5.0,3.0,159.0,11.0,49.0,101.0,29.0,1.0,158.0,3.0,4.0,3.0,0.0,125.0,770.0,405.0,14.0,7.0,1.0,0.0,4.0,113.0,104.0,3.0,4.0,2.0,3.0,1.0,1.0,14.0,91.0,22.0,40.0,41.0,10.0,8.0,2.0,0.0,6.0,8.0,5.0,0.0
Kaku,MF,Paraguay,26.0,1995.0,2.0,2.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,17.6,0.0,1939,579,42,46,49,57,12,17,11,9,7,3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,132.0,1.0,9.0,46.0,80.0,9.0,122.0,5.0,5.0,5.0,0.0,104.0,422.0,235.0,15.0,0.0,3.0,1.0,2.0,112.0,107.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,21.0,6.0,4.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Francisco La Mantía,DF,Venezuela,24.0,1996.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1141,268,17,19,24,24,11,18,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,80.0,20.0,59.0,22.0,2.0,1.0,76.0,0.0,0.0,0.0,0.0,50.0,229.0,95.0,0.0,0.0,0.0,0.0,0.0,52.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0,3.0,13.0,1.0,0.0,4.0,3.0,0.0,1.0,4.0,12.0,0.0
Gianluca Lapadula,FW,Peru,30.0,1990.0,7.0,7.0,607.0,3.0,1.0,0.0,0.0,0.0,0.0,15.0,6.0,17.9,0.0,1042,119,41,55,27,31,3,6,4,4,3,0,0.0,11.0,12.0,5.0,1.0,0.0,0.0,0.0,13.0,10.0,25.0,165.0,9.0,13.0,67.0,87.0,26.0,148.0,4.0,7.0,4.0,1.0,89.0,313.0,131.0,8.0,2.0,2.0,14.0,7.0,244.0,111.0,50.0,2.0,1.0,3.0,0.0,0.0,5.0,79.0,13.0,2.0,32.0,45.0,6.0,1.0,0.0,5.0,2.0,6.0,0.0
Giovani Lo Celso,MF,Argentina,24.0,1996.0,6.0,5.0,331.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,23.1,0.0,2019,410,67,71,49,55,7,8,4,6,4,0,0.0,7.0,9.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,3.0,176.0,3.0,19.0,112.0,62.0,2.0,176.0,7.0,7.0,7.0,1.0,135.0,773.0,510.0,21.0,13.0,1.0,2.0,4.0,156.0,130.0,6.0,1.0,0.0,3.0,1.0,1.0,3.0,60.0,15.0,13.0,38.0,9.0,4.0,0.0,0.0,4.0,4.0,2.0,0.0
Renan Lodi,DF,Brazil,22.0,1998.0,7.0,5.0,384.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,3544,892,96,103,101,111,11,22,3,4,7,3,0.0,10.0,8.0,0.0,12.0,0.0,0.0,0.0,26.0,3.0,5.0,292.0,12.0,94.0,113.0,99.0,5.0,252.0,5.0,5.0,5.0,0.0,178.0,862.0,436.0,24.0,8.0,1.0,3.0,4.0,198.0,183.0,12.0,6.0,4.0,3.0,1.0,4.0,4.0,60.0,23.0,24.0,17.0,19.0,8.0,0.0,0.0,8.0,8.0,11.0,1.0
Marcos López,DF,Peru,21.0,1999.0,4.0,3.0,315.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2389,793,70,73,61,65,10,17,3,0,2,2,0.0,5.0,6.0,0.0,4.0,0.0,0.0,0.0,11.0,5.0,1.0,193.0,15.0,62.0,104.0,36.0,0.0,165.0,1.0,2.0,1.0,0.0,109.0,565.0,326.0,11.0,5.0,0.0,4.0,0.0,130.0,117.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,39.0,11.0,16.0,18.0,5.0,4.0,0.0,0.0,4.0,12.0,10.0,0.0
Jhilmar Lora,DF,Peru,20.0,2000.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,84,9,9,5,6,0,0,0,1,0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0,6.0,12.0,8.0,1.0,21.0,1.0,2.0,1.0,0.0,17.0,61.0,41.0,1.0,0.0,0.0,3.0,1.0,16.0,13.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,10.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Douglas Luiz,MF,Brazil,22.0,1998.0,2.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872,181,16,17,23,23,6,7,1,8,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,53.0,2.0,18.0,33.0,10.0,1.0,53.0,0.0,0.0,0.0,0.0,40.0,203.0,105.0,4.0,1.0,0.0,0.0,2.0,43.0,43.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Luis Mago,DF,Venezuela,26.0,1994.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,19.0,0.0,2166,732,33,36,49,51,18,33,1,9,0,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,7.0,170.0,29.0,100.0,71.0,9.0,6.0,165.0,0.0,0.0,0.0,0.0,96.0,549.0,321.0,9.0,2.0,0.0,2.0,0.0,100.0,98.0,0.0,6.0,9.0,1.0,0.0,5.0,8.0,51.0,16.0,40.0,9.0,2.0,6.0,2.0,0.0,4.0,9.0,21.0,0.0
José Manuel Velázquez,DF,Venezuela,30.0,1990.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,55,5,5,5,6,2,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,3.0,15.0,9.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,13.0,43.0,28.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0
Bernaldo Manzano,MF,Venezuela,30.0,1990.0,3.0,2.0,143.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1436,224,24,28,25,27,15,15,0,5,0,0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,2.0,78.0,3.0,23.0,54.0,7.0,0.0,76.0,2.0,2.0,2.0,0.0,58.0,192.0,70.0,3.0,0.0,0.0,0.0,1.0,58.0,54.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,30.0,5.0,16.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0
José María Giménez,DF,Uruguay,26.0,1995.0,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,5396,1658,67,70,139,146,44,54,0,28,0,0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,7.0,334.0,34.0,162.0,176.0,16.0,1.0,327.0,1.0,1.0,1.0,0.0,213.0,1042.0,582.0,16.0,5.0,0.0,1.0,0.0,229.0,227.0,0.0,4.0,8.0,1.0,0.0,2.0,8.0,62.0,18.0,36.0,23.0,3.0,14.0,3.0,0.0,11.0,10.0,25.0,0.0
Guillermo Maripán,DF,Chile,26.0,1994.0,3.0,3.0,217.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,2063,611,21,24,60,70,14,20,0,7,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,140.0,19.0,78.0,67.0,3.0,1.0,139.0,1.0,3.0,2.0,0.0,95.0,502.0,297.0,8.0,1.0,0.0,1.0,1.0,97.0,95.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,25.0,4.0,19.0,4.0,2.0,4.0,3.0,0.0,1.0,4.0,7.0,0.0
Marquinhos,DF,Brazil,26.0,1994.0,6.0,6.0,540.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,7161,2367,75,77,195,201,53,69,0,27,1,0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,37.0,11.0,8.0,387.0,50.0,204.0,195.0,9.0,1.0,379.0,1.0,1.0,1.0,0.0,296.0,1707.0,940.0,24.0,2.0,0.0,1.0,0.0,317.0,311.0,0.0,4.0,2.0,2.0,0.0,0.0,5.0,32.0,11.0,21.0,9.0,2.0,4.0,2.0,0.0,2.0,0.0,20.0,0.0
Lucas Martínez Quarta,DF,Argentina,24.0,1996.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,938,240,7,8,29,33,5,8,0,3,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,56.0,8.0,23.0,34.0,2.0,0.0,54.0,0.0,1.0,0.0,0.0,39.0,265.0,93.0,3.0,1.0,0.0,0.0,0.0,43.0,41.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Adrián Martínez,DF,Venezuela,27.0,1993.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1427,723,25,28,39,46,8,11,0,3,1,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,128.0,33.0,85.0,47.0,2.0,2.0,122.0,1.0,2.0,1.0,0.0,72.0,319.0,200.0,3.0,0.0,0.0,0.0,2.0,70.0,67.0,0.0,4.0,4.0,3.0,0.0,3.0,1.0,28.0,12.0,21.0,5.0,2.0,7.0,3.0,0.0,4.0,9.0,21.0,1.0
Fidel Martínez,MF,Ecuador,30.0,1990.0,3.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,55,11,16,4,6,0,7,2,2,1,1,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,3.0,40.0,0.0,4.0,17.0,21.0,2.0,34.0,2.0,2.0,2.0,0.0,25.0,130.0,44.0,4.0,0.0,0.0,0.0,2.0,43.0,22.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,6.0,2.0,11.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Lautaro Martínez,FW,Argentina,23.0,1997.0,6.0,5.0,445.0,3.0,0.0,0.0,0.0,1.0,0.0,15.0,6.0,12.0,0.0,555,22,25,27,12,19,2,6,1,2,0,0,0.0,13.0,8.0,1.0,1.0,0.0,0.0,0.0,18.0,7.0,11.0,129.0,7.0,18.0,54.0,61.0,20.0,123.0,8.0,9.0,9.0,1.0,76.0,185.0,85.0,3.0,0.0,1.0,10.0,11.0,135.0,75.0,19.0,3.0,1.0,2.0,2.0,3.0,3.0,88.0,15.0,3.0,41.0,44.0,5.0,1.0,0.0,4.0,5.0,5.0,0.0
Lisandro Martínez,DF,Argentina,23.0,1998.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.2,0.0,1723,488,29,32,50,50,10,12,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,107.0,12.0,52.0,58.0,6.0,1.0,105.0,1.0,1.0,1.0,0.0,77.0,387.0,186.0,8.0,2.0,0.0,0.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0
Marcelo Martins Moreno,FW,Bolivia,33.0,1987.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,9,4,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,0.0,3.0,4.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,31.0,19.0,1.0,0.0,0.0,1.0,1.0,13.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Medel,DF,Chile,33.0,1987.0,5.0,5.0,420.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5758,1576,64,67,160,165,41,46,1,12,1,0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,30.0,2.0,6.0,323.0,40.0,185.0,155.0,8.0,0.0,309.0,0.0,2.0,0.0,1.0,234.0,1124.0,560.0,8.0,3.0,0.0,0.0,1.0,239.0,235.0,0.0,4.0,4.0,0.0,0.0,1.0,3.0,27.0,14.0,18.0,9.0,0.0,9.0,6.0,0.0,3.0,12.0,16.0,0.0
Stefan Medina,DF,Colombia,28.0,1992.0,2.0,2.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.5,0.0,1362,564,39,41,33,38,7,13,1,11,1,0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,13.0,6.0,0.0,117.0,7.0,31.0,60.0,31.0,2.0,101.0,3.0,4.0,3.0,0.0,79.0,265.0,158.0,10.0,3.0,0.0,1.0,1.0,78.0,71.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,34.0,9.0,7.0,21.0,6.0,4.0,0.0,0.0,4.0,0.0,6.0,0.0
Ángel Mena,MF,Ecuador,33.0,1988.0,5.0,2.0,290.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,22.4,1.0,2277,523,83,83,44,48,14,21,4,9,6,1,0.0,3.0,11.0,0.0,7.0,0.0,0.0,0.0,19.0,2.0,5.0,198.0,2.0,14.0,91.0,107.0,8.0,187.0,6.0,11.0,6.0,0.0,158.0,779.0,433.0,21.0,8.0,1.0,5.0,6.0,177.0,151.0,18.0,3.0,1.0,2.0,1.0,0.0,4.0,44.0,15.0,7.0,15.0,22.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0
Eugenio Mena,DF,Chile,32.0,1988.0,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.6,0.0,3598,1104,102,108,101,130,13,24,2,7,6,3,0.0,7.0,5.0,2.0,15.0,0.0,0.0,0.0,25.0,3.0,12.0,322.0,9.0,87.0,127.0,123.0,9.0,281.0,6.0,6.0,6.0,1.0,213.0,983.0,467.0,18.0,2.0,2.0,9.0,4.0,244.0,216.0,20.0,5.0,6.0,1.0,2.0,3.0,8.0,94.0,34.0,48.0,32.0,14.0,7.0,0.0,0.0,7.0,10.0,4.0,0.0
Jhegson Méndez,MF,Ecuador,23.0,1997.0,5.0,5.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,27.7,0.0,5081,1417,97,105,126,129,36,50,0,23,2,0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,5.0,323.0,15.0,102.0,198.0,39.0,0.0,316.0,2.0,5.0,2.0,1.0,249.0,1009.0,392.0,14.0,3.0,0.0,1.0,3.0,254.0,246.0,1.0,9.0,7.0,7.0,0.0,8.0,7.0,82.0,26.0,33.0,46.0,3.0,4.0,0.0,0.0,4.0,5.0,11.0,0.0
